journal_id,volume_id
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,45
1,46
1,47
1,48
1,49
1,50
1,51
1,52
1,53
1,54
1,55
1,56
1,57
1,58
1,59
1,60
1,61
1,62
1,63
1,64
1,65
1,66
1,67
1,68
1,69
1,70
1,71
1,72
1,73
1,74
1,75
1,76
1,77
1,78
1,79
1,80
1,81
1,82
1,83
1,84
1,85
1,86
1,87
1,88
1,89
1,90
1,91
1,92
1,93
1,94
1,95
1,96
1,97
1,98
1,99
1,100
1,101
1,102
1,103
1,104
1,105
1,106
1,107
1,108
1,109
1,110
1,111
1,112
1,113
1,114
1,115
1,116
1,117
1,118
1,119
1,120
1,121
1,122
1,123
1,124
1,125
2,126
2,127
2,128
2,129
2,130
2,131
2,132
2,133
2,134
2,135
2,136
2,137
2,138
2,139
2,140
2,141
2,142
2,143
2,144
2,145
2,146
2,147
2,148
2,149
2,150
2,151
2,152
2,153
2,154
2,155
2,156
2,157
2,158
2,159
2,160
2,161
2,162
2,163
2,164
2,165
2,166
2,167
2,168
2,169
2,170
2,171
2,172
2,173
2,174
2,175
2,176
2,177
2,178
2,179
2,180
2,181
2,182
2,183
2,184
2,185
2,186
2,187
2,188
2,189
2,190
2,191
2,192
2,193
2,194
2,195
2,196
2,197
2,198
2,199
2,200
2,201
2,202
2,203
2,204
2,205
2,206
2,207
2,208
2,209
2,210
2,211
2,212
2,213
3,214
3,215
3,216
3,217
3,218
3,219
3,220
4,221
4,222
4,223
4,224
4,225
4,226
4,227
4,228
4,229
4,230
4,231
4,232
4,233
4,234
4,235
4,236
4,237
4,238
4,239
4,240
4,241
4,242
4,243
4,244
4,245
4,246
4,247
4,248
4,249
4,250
4,251
4,252
4,253
4,254
4,255
4,256
4,257
4,258
4,259
4,260
4,261
4,262
4,263
4,264
4,265
4,266
4,267
4,268
4,269
4,270
4,271
4,272
4,273
4,274
4,275
4,276
4,277
4,278
4,279
4,280
4,281
4,282
4,283
4,284
4,285
4,286
4,287
4,288
4,289
4,290
4,291
4,292
4,293
4,294
4,295
4,296
4,297
4,298
4,299
4,300
4,301
4,302
4,303
4,304
4,305
4,306
4,307
4,308
4,309
4,310
4,311
4,312
4,313
4,314
4,315
4,316
4,317
4,318
4,319
4,320
4,321
4,322
4,323
4,324
4,325
4,326
4,327
4,328
4,329
4,330
4,331
4,332
4,333
4,334
4,335
4,336
4,337
4,338
4,339
4,340
4,341
4,342
4,343
4,344
4,345
4,346
4,347
4,348
4,349
4,350
4,351
4,352
4,353
4,354
4,355
4,356
4,357
4,358
4,359
4,360
4,361
4,362
4,363
4,364
4,365
4,366
4,367
4,368
4,369
4,370
4,371
4,372
4,373
4,374
4,375
4,376
4,377
4,378
4,379
4,380
4,381
4,382
4,383
4,384
4,385
4,386
4,387
4,388
4,389
4,390
4,391
4,392
4,393
4,394
4,395
4,396
4,397
4,398
4,399
4,400
5,401
5,402
5,403
5,404
5,405
5,406
5,407
5,408
5,409
5,410
5,411
5,412
5,413
5,414
6,415
6,416
6,417
6,418
6,419
6,420
6,421
6,422
6,423
6,424
6,425
6,426
6,427
6,428
6,429
6,430
6,431
6,432
6,433
6,434
6,435
6,436
6,437
6,438
6,439
6,440
6,441
6,442
6,443
6,444
6,445
6,446
6,447
6,448
6,449
6,450
6,451
6,452
6,453
6,454
6,455
6,456
6,457
6,458
6,459
6,460
6,461
6,462
6,463
6,464
6,465
6,466
6,467
6,468
6,469
6,470
6,471
6,472
6,473
6,474
6,475
6,476
6,477
6,478
6,479
6,480
6,481
6,482
6,483
6,484
6,485
6,486
6,487
6,488
6,489
6,490
6,491
6,492
6,493
6,494
6,495
6,496
6,497
6,498
6,499
6,500
6,501
6,502
6,503
6,504
6,505
6,506
6,507
6,508
6,509
6,510
6,511
6,512
6,513
6,514
6,515
6,516
6,517
6,518
6,519
6,520
6,521
6,522
6,523
6,524
6,525
6,526
6,527
6,528
6,529
6,530
6,531
6,532
6,533
6,534
6,535
6,536
6,537
6,538
6,539
6,540
6,541
6,542
6,543
6,544
6,545
6,546
6,547
6,548
6,549
6,550
6,551
6,552
6,553
6,554
6,555
6,556
6,557
6,558
6,559
6,560
6,561
6,562
6,563
6,564
6,565
6,566
6,567
6,568
6,569
6,570
6,571
6,572
7,573
7,574
7,575
7,576
7,577
7,578
7,579
7,580
7,581
7,582
7,583
7,584
7,585
7,586
7,587
7,588
7,589
7,590
7,591
7,592
7,593
7,594
7,595
7,596
7,597
7,598
7,599
7,600
7,601
7,602
7,603
7,604
7,605
7,606
7,607
7,608
7,609
7,610
7,611
7,612
7,613
7,614
7,615
7,616
7,617
7,618
7,619
7,620
7,621
7,622
7,623
7,624
7,625
7,626
7,627
7,628
7,629
7,630
7,631
7,632
7,633
7,634
7,635
7,636
7,637
7,638
7,639
7,640
7,641
7,642
7,643
7,644
7,645
7,646
7,647
7,648
7,649
7,650
7,651
7,652
7,653
7,654
7,655
7,656
7,657
7,658
7,659
7,660
7,661
7,662
7,663
7,664
7,665
7,666
7,667
7,668
7,669
7,670
7,671
7,672
7,673
7,674
7,675
7,676
7,677
7,678
7,679
7,680
7,681
7,682
7,683
7,684
7,685
7,686
7,687
7,688
7,689
7,690
7,691
7,692
7,693
7,694
7,695
7,696
7,697
7,698
7,699
7,700
7,701
7,702
7,703
7,704
7,705
7,706
7,707
7,708
7,709
7,710
7,711
7,712
7,713
7,714
7,715
7,716
7,717
7,718
7,719
7,720
7,721
7,722
7,723
7,724
7,725
7,726
7,727
7,728
7,729
7,730
7,731
7,732
7,733
7,734
7,735
7,736
7,737
7,738
7,739
7,740
7,741
7,742
7,743
7,744
7,745
7,746
7,747
7,748
7,749
7,750
7,751
7,752
7,753
7,754
7,755
7,756
7,757
7,758
7,759
7,760
8,761
8,762
8,763
8,764
8,765
8,766
8,767
8,768
8,769
8,770
8,771
8,772
8,773
8,774
8,775
8,776
8,777
8,778
8,779
8,780
8,781
8,782
8,783
8,784
8,785
8,786
8,787
8,788
8,789
8,790
8,791
8,792
8,793
8,794
8,795
8,796
8,797
8,798
8,799
8,800
8,801
8,802
8,803
8,804
8,805
8,806
8,807
8,808
8,809
8,810
8,811
8,812
8,813
8,814
8,815
8,816
8,817
8,818
8,819
8,820
8,821
8,822
8,823
8,824
8,825
8,826
8,827
8,828
8,829
8,830
8,831
8,832
8,833
8,834
8,835
8,836
8,837
8,838
8,839
8,840
8,841
8,842
8,843
8,844
8,845
8,846
8,847
8,848
8,849
8,850
8,851
8,852
8,853
8,854
8,855
8,856
8,857
8,858
8,859
8,860
8,861
8,862
8,863
8,864
8,865
8,866
8,867
8,868
8,869
8,870
8,871
8,872
8,873
8,874
8,875
8,876
8,877
8,878
8,879
8,880
8,881
8,882
8,883
8,884
8,885
8,886
8,887
8,888
8,889
8,890
9,891
9,892
9,893
9,894
9,895
9,896
9,897
9,898
9,899
9,900
9,901
9,902
9,903
9,904
9,905
9,906
9,907
9,908
9,909
9,910
9,911
9,912
9,913
9,914
9,915
9,916
9,917
9,918
9,919
9,920
9,921
9,922
9,923
9,924
9,925
9,926
9,927
9,928
9,929
9,930
9,931
9,932
9,933
9,934
9,935
9,936
9,937
9,938
9,939
9,940
9,941
9,942
9,943
9,944
9,945
9,946
9,947
9,948
9,949
9,950
9,951
9,952
9,953
9,954
9,955
9,956
9,957
9,958
9,959
9,960
9,961
9,962
9,963
9,964
9,965
9,966
9,967
9,968
9,969
9,970
9,971
9,972
9,973
9,974
9,975
9,976
9,977
9,978
9,979
9,980
9,981
9,982
9,983
9,984
9,985
9,986
9,987
9,988
9,989
9,990
9,991
9,992
9,993
9,994
9,995
9,996
9,997
9,998
9,999
9,1000
